"Device","Site","Status","IP Address","Availability","CPU/Memory","CPU AVG","Memory AVG","Tags","Vendor","Type","Version","Description"
"borcrwcrt002","Boryeong Plant","Good","10.193.200.95","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"borcrwcrt003","Boryeong Plant","Good","10.193.200.120","Good","Good","18","44","MFG, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"borcrwcrt004","Boryeong Plant","Good","10.193.200.121","Good","Good","23","44","MFG, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"bpacrwcrt001","THAILAND PDC","Good","10.193.207.94","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"bpacrwcrt002","THAILAND PDC","Good","10.193.207.95","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"bpacrwcrt003","THAILAND PDC","Good","10.193.207.120","Good","Good","14","38","","Viptela","Router","20.3.3","Viptela SNMP agent"
"bpacrwcrt004","THAILAND PDC","Good","10.193.207.121","Good","Good","14","38","","Viptela","Router","20.3.3","Viptela SNMP agent"
"bphcrwcrt001","Bupyeong RHC","Good","10.193.200.222","Good","Good","1","7","KR, CNE_GMIO, MFG","Cisco","Router","17.3.4a","Cisco IOS Software [Amsterdam], c8000aep Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.3.4a, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2021 by Cisco Systems, Inc.
Compiled Tue 20-Jul-21 05:02"
"bphcrwcrt002","Bupyeong RHC","Good","10.193.200.223","Good","Good","1","7","KR, CNE_GMIO, MFG","Cisco","Router","17.3.4a","Cisco IOS Software [Amsterdam], c8000aep Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.3.4a, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2021 by Cisco Systems, Inc.
Compiled Tue 20-Jul-21 05:02"
"bphcrwdhb001","Bupyeong RHC","Good","10.193.200.248","Good","Good","2","7","CNE_GMIO","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], c8000aep Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1"
"bphcrwdhb002","Bupyeong RHC","Good","10.193.200.249","Good","Good","2","7","CNE_GMIO","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], c8000aep Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1"
"bphexwcrt001","Bupyeong RHC","Good","10.237.100.141","Good","Good","1","11","CNE_GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"bphexwcrt002","Bupyeong RHC","Good","10.237.100.142","Good","Good","1","11","CNE_GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"bphinwcrt001","Bupyeong RHC","Good","10.237.100.1","Good","Good","1","27","KR, CNE_GMIO, MFG","Cisco","Router","17.3.4a","Cisco IOS Software [Amsterdam], c8000aep Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.3.4a, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2021 by Cisco Systems, Inc.
Compiled Tue 20-Jul-21 05:02"
"bphinwcrt002","Bupyeong RHC","Good","10.237.100.2","Good","Good","0","28","KR, CNE_GMIO, MFG","Cisco","Router","17.3.4a","Cisco IOS Software [Amsterdam], c8000aep Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.3.4a, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2021 by Cisco Systems, Inc.
Compiled Tue 20-Jul-21 05:02"
"bpwcrwcrt001","Burton 72 CCA","Good","10.193.2.158","Good","Good","10","7","CCA, cEdge, GMNA, cat8k","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], c8000be Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 19"
"bpwcrwcrt002","Burton 72 CCA","Good","10.193.2.159","Good","Good","10","7","CCA, cEdge, GMNA, cat8k","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], c8000be Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 19"
"btrcrwcrt001","Flint PDC - Swartz Creek","Good","10.193.20.158","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"btrcrwcrt002","Flint PDC - Swartz Creek","Good","10.193.20.159","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"btrcrwcrt003","Flint PDC - Swartz Creek","Good","10.193.20.184","Good","Good","19","32","","Viptela","Router","20.3.3","Viptela SNMP agent"
"btrcrwcrt004","Flint PDC - Swartz Creek","Good","10.193.20.185","Good","Good","17","33","","Viptela","Router","20.3.3","Viptela SNMP agent"
"bwgcrwcrt001","Bowling Green Assembly","Good","10.193.1.222","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"bwgcrwcrt002","Bowling Green Assembly","Good","10.193.1.223","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"bwgcrwcrt003","Bowling Green Assembly","Good","10.193.1.248","Good","Good","26","37","GMNA","Viptela","Router","20.3.3","Viptela SNMP agent"
"bzlcrwcrt001","Brazul Logistics","Good","10.193.71.222","Good","Good","5","3","","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"bzlcrwcrt002","Brazul Logistics","Good","10.193.71.223","Good","Good","6","3","","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"caecpwdhb001","Sao Caetano RHC","Good","10.193.70.56","Good","Good","9","70","CNE_SA","Viptela","Router","20.3.3","Viptela SNMP agent"
"caecrwcrt001","Sao Caetano RHC","Good","10.193.70.30","Good","Good","8","11","CNE_SA","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"caeinwcrt001","Sao Caetano RHC","Good","10.193.70.50","Good","Good","1","11","CNE_SA","Cisco","Router","17.3.4a","Cisco IOS Software [Amsterdam], c8000aep Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.3.4a, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2021 by Cisco Systems, Inc.
Compiled Tue 20-Jul-21 05:02"
"cascrwcrt001","Changwon AS Center","Good","10.193.202.30","Good","Good","1","5","Corp, GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"cascrwcrt002","Changwon AS Center","Good","10.193.202.31","Good","Good","1","5","Corp, GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"cascrwcrt003","Changwon AS Center","Good","10.193.202.56","Good","Good","15","39","","Viptela","Router","20.3.3","Viptela SNMP agent"
"cascrwcrt004","Changwon AS Center","Good","10.193.202.57","Good","Good","14","40","","Viptela","Router","20.3.3","Viptela SNMP agent"
"cejcrwcrt001","Park West Commerce Center Coppel","Good","10.193.29.30","Good","Good","10","7","Corp, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], c8000be Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 19"
"chacrwcrt003","Changwon RHC","Good","10.193.202.120","Good","Good","6","66","CNE_GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"chacrwcrt004","Changwon RHC","Good","10.193.202.121","Good","Good","6","66","CNE_GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"chacrwdrt001","Changwon RHC","Good","10.193.202.94","Good","Good","1","15","CNE_GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"chacrwdrt002","Changwon RHC","Good","10.193.202.95","Good","Good","1","15","CNE_GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"chainwcrt001","Changwon RHC","Good","10.237.100.144","Good","Good","1","4","KR, CNE_GMIO, MFG","Cisco","Router","17.3.4a","Cisco IOS Software [Amsterdam], c8000aep Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.3.4a, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2021 by Cisco Systems, Inc.
Compiled Tue 20-Jul-21 05:02"
"chainwcrt002","Changwon RHC","Good","10.237.100.143","Good","Good","0","4","KR, CNE_GMIO, MFG","Cisco","Router","17.3.4a","Cisco IOS Software [Amsterdam], c8000aep Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.3.4a, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2021 by Cisco Systems, Inc.
Compiled Tue 20-Jul-21 05:02"
"chdcrwcrt001","Chandler Innovation Center","Good","10.193.18.30","Good","Good","2","20","","Cisco","Router","15.4(3)S6","Cisco IOS Software, ASR1000 Software (PPC_LINUX_IOSD-ADVENTERPRISEK9-M), Version 15.4(3)S6a, RELEASE SOFTWARE (fc2)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2016 by Cisco Systems, Inc.
Compiled Tue 27-Sep-16 22:08 by mcpre"
"chdcrwcrt002","Chandler Innovation Center","Good","10.193.18.31","Good","Good","2","20","","Cisco","Router","15.4(3)S6","Cisco IOS Software, ASR1000 Software (PPC_LINUX_IOSD-ADVENTERPRISEK9-M), Version 15.4(3)S6a, RELEASE SOFTWARE (fc2)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2016 by Cisco Systems, Inc.
Compiled Tue 27-Sep-16 22:08 by mcpre"
"chdcrwcrt003","Chandler Innovation Center","Good","10.193.18.56","Good","Good","10","60","","Viptela","Router","20.3.3","Viptela SNMP agent"
"chdcrwcrt004","Chandler Innovation Center","Good","10.193.18.57","Good","Good","9","60","","Viptela","Router","20.3.3","Viptela SNMP agent"
"chqcrwcrt001","CANADIAN HEADQUARTERS","Good","10.193.3.158","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"chqcrwcrt002","CANADIAN HEADQUARTERS","Good","10.193.3.159","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"chqcrwcrt003","CANADIAN HEADQUARTERS","Good","10.193.3.184","Good","Good","6","60","","Viptela","Router","20.3.3","Viptela SNMP agent"
"chqcrwcrt004","CANADIAN HEADQUARTERS","Good","10.193.3.185","Good","Good","4","60","","Viptela","Router","20.3.3","Viptela SNMP agent"
"clccrwcrt001","Detroit Hamtramck Assembly","Good","10.193.11.158","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"clccrwcrt002","Detroit Hamtramck Assembly","Good","10.193.11.159","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"clccrwcrt003","Detroit Hamtramck Assembly","Good","10.193.11.184","Good","Good","35","37","","Viptela","Router","20.3.3","Viptela SNMP agent"
"clccrwcrt004","Detroit Hamtramck Assembly","Good","10.193.11.185","Good","Good","34","37","","Viptela","Router","20.3.3","Viptela SNMP agent"
"cmscrwcrt001","GM Motorsport","Good","10.193.40.30","Good","Good","4","40","Corp, cEdge, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 19"
"cmscrwcrt002","GM Motorsport","Good","10.193.40.31","Good","Good","4","40","Corp, cEdge, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 19"
"cmtcrwcrt001","Bogota MFG","Good","10.193.64.94","Good","Good","1","5","MFG","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"cmtcrwcrt002","Bogota MFG","Good","10.193.64.95","Good","Good","1","5","MFG","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"cmtcrwcrt003","Bogota MFG","Good","10.193.64.120","Good","Good","28","40","","Viptela","Router","20.3.3","Viptela SNMP agent"
"cmtcrwcrt004","Bogota MFG","Good","10.193.64.121","Good","Good","17","40","","Viptela","Router","20.3.3","Viptela SNMP agent"
"cprcrwcrt001","Martinsburg CCA PDC","Good","10.193.14.222","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"cprcrwcrt002","Martinsburg CCA PDC","Good","10.193.14.223","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"cprcrwcrt003","Martinsburg CCA PDC","Good","10.193.14.248","Good","Good","13","33","","Viptela","Router","20.3.3","Viptela SNMP agent"
"cprcrwcrt004","Martinsburg CCA PDC","Good","10.193.14.249","Good","Good","14","33","","Viptela","Router","20.3.3","Viptela SNMP agent"
"crdcrwcrt001","Crooks Road Warehouse","Good","10.193.39.222","Good","Good","13","7","","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], c8000be Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 19"
"crdcrwcrt002","Crooks Road Warehouse","Good","10.193.39.223","Good","Good","15","7","","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], c8000be Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 19"
"ctccrwcrt001","Cheongna Proving Grounds","Good","10.193.205.158","Good","Good","1","5","Corp, GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"ctccrwcrt002","Cheongna Proving Grounds","Good","10.193.205.159","Good","Good","1","5","Corp, GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"ctccrwcrt003","Cheongna Proving Grounds","Good","10.193.205.184","Good","Good","20","41","Corp, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"ctccrwcrt004","Cheongna Proving Grounds","Good","10.193.205.185","Good","Good","16","41","Corp, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"cyqcrwcrt001","Katella Cypress","Good","10.193.28.222","Good","Good","6","3","Corp, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
